datetime,tempmax_x,tempmin_x,temp,feelslikemax_x,feelslikemin_x,feelslike,dew,humidity,precipprob,precipcover,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,apparent_temperature_mean,precipitation_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration,river_discharge,rain_sum,precip
15-08-2014,30,26,27.7,37.4,26,32.3,25.7,88.8,100,100,14.8,183.8,1002.3,95.5,4.1,145.1,12.5,6,31.5,21.1,24,15.8,1.31,3.44,21.1,23.2
16-08-2014,29,26,27.4,35.6,26,31.6,25.6,89.8,100,87.5,13,200.7,1002.9,95.1,4,87.3,7.4,3,31.7,9.3,17,11.1,1.54,2.83,9.3,32.3
17-08-2014,31,26.4,28.6,39.1,26.4,33.9,25.2,82.1,100,87.5,18.4,205.2,1003.3,88.6,4.1,157.3,13.6,4,31.4,13.6,20,11.7,1.32,2.42,13.6,5.1
18-08-2014,33,27,28.9,40.7,30.6,34.8,25.6,82.6,100,83.33,18.4,186.3,1005.4,89.8,4.3,288.1,25,9,32,7.1,13,17.7,2.4,2.18,7.1,9.8
19-08-2014,31.3,26,27.8,38.9,26,32.5,25.7,88.8,100,100,18.4,202.2,1006.3,91.6,4.1,235.3,20.4,9,33.1,19.3,18,14.1,2.77,2.92,19.3,7.3
20-08-2014,31.1,26,28.3,40.4,26,33.7,26,87.4,100,100,14.8,152.6,1005,92.8,4.2,231.3,20.1,8,33.9,8,15,8.6,2.6,2.13,8,23.1
21-08-2014,32.2,27,28.8,39.6,30.6,34.2,25.3,81.9,100,83.33,15.5,167.1,1003.3,87.2,4.3,213.2,18.6,7,33.6,1.7,6,11.3,3.59,1.77,1.7,8.1
22-08-2014,32,27,28.8,44.2,30.6,35.3,26,84.9,100,83.33,22.3,174.3,1004.1,87.9,4,184.3,15.8,6,32,9.1,13,14.5,2.39,1.69,9.1,10.5
23-08-2014,31,27,28.6,39.1,30.6,34.2,25.4,82.6,100,95.83,22.3,179.8,1005.4,86.4,4.2,219.8,19,8,32.3,12.5,12,16.3,2.92,2.27,12.5,9.8
24-08-2014,32,27,29.1,40.7,30.6,35.2,25.6,81.7,100,100,52.5,193.3,1005,88.7,4.4,258.4,22.5,9,32.5,11.5,14,18.7,2.72,2,11.5,6.6
25-08-2014,32.2,26,28.4,40.7,26,32.9,25.3,84,100,79.17,33.5,164.6,1005.1,90.6,4.2,238.3,20.5,8,33.1,7.7,6,13.5,3.25,2.25,7.7,4.4
26-08-2014,29.7,26,27.3,37,26,31.1,25.1,88.3,100,70.83,14.8,100.8,1004.6,91.6,4.1,214,18.5,8,33.3,4.1,6,10.1,2.84,2.21,4.1,4.2
27-08-2014,31,26,27.7,39.1,26,31.9,25.6,88.4,100,95.83,11.2,105.6,1003.3,89.1,4,142,12.2,5,33.3,11.4,15,10.2,3.25,1.8,11.4,6.8
28-08-2014,29.7,25,27.4,35.8,25,30.9,25.1,87.5,100,62.5,11.2,57.6,1003.9,91.1,4.1,185.3,16,6,34,2.8,7,6.5,2.95,1.74,2.8,13.2
29-08-2014,33.5,26,29.3,41.4,26,34.2,24.6,76.7,100,41.67,11.2,114.8,1002.9,65.8,4.5,206.5,17.9,8,34.6,5,12,9.4,4.13,1.39,5,1.2
30-08-2014,33,28,29.6,40.6,29.1,35.2,24.6,75.1,100,95.83,21.6,151.9,1002.8,81.2,4.4,119,10.2,4,33.3,6.4,5,15.5,3.98,2,6.4,6.3
31-08-2014,31,25.9,28,36.5,25.9,31.5,24.5,81.9,100,100,22.3,131.5,1002.1,87.3,4.2,126.4,10.9,5,30.5,10.9,15,22.9,2.4,1.97,10.9,26.4
1/9/14,32,26.9,29.2,40.7,30,33.9,24.1,74.7,100,87.5,22.3,127.3,1003.4,86,4.2,216,18.7,8,30.8,7.9,9,21.9,3.33,2.06,7.9,8.4
2/9/14,32,26.9,29.2,40.7,29.6,34,24.3,75.2,100,50,18.4,140.2,1004.5,61.6,4.5,131.9,11.4,4,31.8,14.7,11,15.1,2.8,2.06,14.7,2
3/9/14,32.4,26.8,29.6,39.9,30.1,34.9,24.7,75.7,100,25,14.8,150,1004.4,61.2,4.6,241.6,20.9,8,33.3,0.5,3,11.2,4.16,1.52,0.5,0.8
4/9/14,33,27.4,29.9,43.8,31.6,36.2,25.1,75.9,100,45.83,18.4,152.4,1002.8,83.7,4.5,120.8,10.3,3,33,1.3,7,14,3.71,1.19,1.3,3.1
5/9/14,34,27,29.8,42,30.6,35.3,24.8,75.1,100,70.83,18.4,124.3,1001.5,82.2,4.5,233.8,20.1,8,32.5,1.6,5,17.1,3.84,1.03,1.6,7.1
6/9/14,33,27.4,30,40.7,31.2,35.1,24.2,72.1,100,41.67,22.3,146.6,1001.5,76.9,4.4,276.9,23.9,9,32.5,0,0,18.5,4.4,0.92,0,1.3
7/9/14,33,27.1,29.9,40.7,30.7,35.2,24.3,72.5,100,66.67,28.7,132.6,1004.2,84.2,4.2,141.8,12.3,6,32,3.2,7,20.9,3.39,0.99,3.2,3.5
8/9/14,32,26.9,29.6,37.9,29.6,34.4,24,72.4,100,62.5,27.7,163,1005,66.8,4.3,234.5,20.4,8,32.4,1.7,5,15.1,3.62,0.99,1.7,5.5
9/9/14,33,27.2,30,38.7,30.9,34.8,23.8,70.2,100,54.17,22.3,161.7,1004.1,69.8,4.5,263.3,22.7,9,32.8,1.7,5,13.1,3.53,0.95,1.7,4.5
10/9/14,34,27.9,30.2,39.4,31.9,35.1,23.9,69.8,100,33.33,18.4,162.5,1004.1,63.3,4.6,262.6,22.8,8,33.1,1.5,6,14,4.14,0.89,1.5,0.9
11/9/14,33,27.9,30,39.3,32.5,35.2,24.3,72.4,100,75,18.4,169.4,1005.6,58,4.4,250.7,21.8,8,33.9,0.1,1,9.8,4.12,0.82,0.1,5.2
12/9/14,34,27.2,30.1,40.6,30.6,35.3,24.2,71.6,100,79.17,18.4,167.4,1005.5,54.8,4.4,180.2,15.6,6,33.4,1.4,6,11.7,3.77,0.86,1.4,8.2
13-09-2014,31.9,27,29.5,42.4,30.1,35.6,25.2,78.2,100,50,18.4,182.8,1004,70,4.2,217.8,18.7,7,33.6,1.5,6,11.1,3.49,0.92,1.5,4.6
14-09-2014,33.3,27,30,39.4,30.6,35.5,24.6,73.4,100,37.5,18.4,160.6,1003.7,60,4.4,230,19.8,8,33.9,3.2,8,8.7,3.65,0.89,3.2,1.4
15-09-2014,33.3,28,30,39.4,31.9,35,24.1,71.3,100,58.33,18.4,127.7,1003.3,58.9,4.6,221.5,19.3,7,33.7,0.8,3,12.2,3.39,0.82,0.8,3.2
16-09-2014,32.4,27,29.4,39.8,30.7,34.7,24.6,76.2,100,8.33,14.8,141.2,1001.5,72,4.2,258.5,22.4,9,34.7,0.2,2,6.3,4.24,0.76,0.2,0.2
17-09-2014,33.1,27.6,29.9,40.6,31.6,35.4,24.5,73.6,0,0,13,265.2,1000.2,48.6,4.4,206.6,17.8,7,35.9,0,0,7.6,4.27,0.77,0,0
18-09-2014,32,28,29.5,41.1,31.9,36.7,26.1,82.6,100,62.5,18.4,193.4,1002.2,73.1,4.1,130.4,11.3,4,35.2,8.2,8,13.8,3.51,1.1,8.2,8.2
19-09-2014,30.6,26,28.6,37.4,26,33.5,25.1,82.1,100,100,18.4,165.4,1004.9,86.8,4.2,81.8,7.2,3,31.7,14.2,19,17,2.21,1.96,14.2,27.8
20-09-2014,28,25.8,26.6,32.3,25.8,28.5,25,91,100,100,22.3,151.8,1004.2,95,3.9,139.4,12.1,5,30.2,28.3,22,22.1,1.22,3.27,28.3,82.4
21-09-2014,30,26,27.8,37.4,26,32.1,25.3,86.7,100,100,25.9,158,1003.7,94.6,4,102.9,8.8,3,30.5,9,15,19.6,2.5,3.1,9,31.7
22-09-2014,30,26,27.8,37.4,26,32.4,25.3,86.4,100,100,24.1,178.5,1003.7,96.3,4,173.1,15,6,30.4,15.9,21,19.1,1.86,3.13,15.9,31.9
23-09-2014,29.1,26,27.5,34.5,26,30.9,24.9,86.1,100,58.33,14.8,227.9,1003.4,94.1,4,94.8,8.5,3,31.8,9.6,11,14.5,1.93,2.05,9.6,17.3
24-09-2014,30,25,27.2,36.2,25,30.4,24.8,86.9,100,62.5,24.1,149.6,1005.6,88.8,4,176.9,15.2,6,32.5,13,10,13.3,3.06,2.25,13,3.3
25-09-2014,31.2,25,28.1,37.7,25,31.4,23.9,78.9,100,100,18.4,178.9,1006.8,77.6,4.5,143.6,12.4,5,31.4,13.9,17,13.5,2.71,2.81,13.9,8.2
26-09-2014,31.9,25.5,27.9,39.1,25.5,31.4,24.4,81.8,100,100,29.5,204.1,1007.4,90.8,4.2,125.6,11,5,31.7,14.7,23,14.8,3.23,2.3,14.7,10.3
27-09-2014,34,26,29.4,39.4,26,32.6,23.3,71.7,100,62.5,18.4,260.3,1008.9,61.9,4.4,232.7,20.2,8,33,0,0,10.3,4.05,1.55,0,3.1
28-09-2014,34.4,26.4,29.7,40.6,26.4,33.8,23.6,71.6,100,4.17,18.4,180.9,1009.5,52.1,4.4,266.1,22.9,9,33.9,0.1,1,7.2,4.33,1.16,0.1,0.1
29-09-2014,33.6,26.4,29.1,40.6,26.4,33.2,23.8,73.7,0,0,11.2,91.7,1008.7,62.4,4.3,241.2,20.7,8,34.2,0.7,1,5.8,4.03,0.96,0.7,0
30-09-2014,32.6,26.3,29.1,38.7,26.3,33.3,23.9,74,0,0,13,59,1008.8,52.6,4.1,239.3,20.8,8,34.3,0.9,2,6.5,4.02,0.87,0.9,0
1/10/14,33.4,26.6,29.6,38.1,26.6,33.9,23.9,72.7,0,0,11.2,335,1009,54.2,4.1,218.7,18.8,8,34.7,0,0,6.1,4.06,0.78,0,0
2/10/14,32.5,26.6,29.4,37.9,26.6,33.8,24,73.4,100,20.83,14.8,79.2,1008.6,49.8,4.2,234,20.2,8,34.7,0,0,6,3.98,0.73,0,0.6
3/10/14,33,26.7,29.1,39.4,29.7,33.6,24,74.5,100,50,16.6,327.7,1007.5,49.9,4.3,224.7,19.4,8,34.3,1.4,5,6.4,3.95,0.72,1.4,3.8
4/10/14,34,26,29.5,39.2,26,33.3,23.3,70.2,100,8.33,18.4,338.4,1008,42.5,4.4,213.2,18.4,7,33.9,0.7,4,5.9,3.82,0.72,0.7,0.2
5/10/14,34,26.8,29.9,39.4,29.2,34,23.3,68.5,100,12.5,18.4,339.3,1008.9,27.5,4.3,227.8,19.6,8,34.4,0,0,7.8,4.29,0.69,0,0.3
6/10/14,35,26.7,30.3,41.2,30.2,35.2,24,70.8,100,33.33,14.8,81.2,1008.9,31.7,4.4,194.3,16.6,7,34.8,1.4,3,6.3,4.29,0.66,1.4,1
7/10/14,34,24.3,29.6,36.9,24.3,32.5,22,65.3,100,75,24.1,69.7,1008.2,55.9,4.4,187.1,16.3,6,34.7,2.2,6,6.4,3.97,0.68,2.2,1.9
8/10/14,33,26.9,29.3,37.7,29.6,33.4,23.6,72.6,100,41.67,22.3,334.7,1007.7,42,4.3,222.2,19,8,33.8,0.5,1,7.8,4,0.66,0.5,1
9/10/14,33,26.4,29.5,39.3,26.4,33.9,23.8,71.9,100,12.5,5.4,74.5,1007.6,42.8,4.3,249.9,21.5,8,34.6,0,0,5.5,4.01,0.63,0,0.8
10/10/14,32.5,27,28.8,38,29.6,33,23.7,74.3,100,62.5,16.6,81.8,1006.7,53.2,4.2,237.6,20.6,8,35.1,0.5,4,7.1,3.89,0.69,0.5,3.8
11/10/14,29.1,25,27.1,34.7,25,29.9,24.6,86.3,100,83.33,14.8,72.2,1007.1,89.2,4.1,172.3,14.9,6,32.9,9.6,16,8.2,2.56,1.92,9.6,16.6
12/10/14,31,25,27.6,37.7,25,30.4,23.9,80.9,100,100,16.6,77.9,1009,87.6,4.5,166,14.3,6,31.1,18.3,13,11.9,2.21,1.79,18.3,16.4
13-10-2014,31,26,27.9,36.6,26,31.4,24.5,82.8,100,100,14.8,116.6,1010.2,80,4.1,175.8,15.1,6,32.5,2.2,6,9.3,3.02,1.33,2.2,17.9
14-10-2014,32,26,28.5,37.9,26,32.4,24.2,78.4,100,91.67,14.8,131.7,1011.6,71,4.2,135.6,11.8,5,32,11.6,7,10.3,2.24,1.64,11.6,8.1
15-10-2014,33,25.8,29.1,39.3,25.8,33.4,24.1,74.8,100,66.67,18.4,268.6,1011.4,46.9,4.5,214.8,18.7,8,33,1.2,5,6.9,3.29,1.33,1.2,5.8
16-10-2014,33,26.7,29,37,29.6,32.9,23.6,73.7,100,20.83,18.4,307.9,1010.9,43.1,4.5,112.3,9.9,4,33.1,6.1,10,8,3.26,1.16,6.1,2.4
17-10-2014,32,25,27.9,33.5,25,29,20.7,66.7,0,0,14.8,331.9,1011.2,37.4,4.5,228.3,19.7,8,30.8,0,0,10.5,4,0.95,0,0
18-10-2014,30,23.4,27,31.2,23.4,27.8,20.3,68,0,0,11.2,317.2,1010.4,44.7,4.4,207.3,18,7,28.3,0,0,10.5,3.8,0.78,0,0
19-10-2014,32,23.6,27.4,33.7,23.6,28,19.7,64.6,0,0,14.8,300.5,1010.1,36.1,4.4,242.9,20.9,8,28,0,0,8.2,3.86,0.69,0,0
20-10-2014,31,23.7,27.2,33.7,23.7,28.6,20.8,68.8,0,0,14.8,16.1,1011,31.9,4.5,243.9,20.8,8,27,0,0,8.2,3.79,0.63,0,0
21-10-2014,32,23.7,27.5,33.5,23.7,28.3,20.1,65.2,0,0,11.2,50.5,1012.2,24,4.7,242.2,20.8,8,29.3,0,0,7,3.53,0.59,0,0
22-10-2014,33,22.9,27.7,34.2,22.9,28.9,20.1,64.6,0,0,11.2,6.8,1012.6,38.7,4.5,240.9,20.8,8,29.4,0,0,7.6,4.05,0.57,0,0
23-10-2014,31.1,22.8,27.4,32.7,22.8,28.3,19.8,64.1,0,0,11.2,333.7,1011.3,36.4,4.4,241.4,20.8,8,27.9,0,0,8.6,3.97,0.55,0,0
24-10-2014,32,22.2,27.3,32.4,22.2,27.9,19.7,65.4,0,0,13,32.3,1010.9,35.8,4.4,238.8,20.6,8,28,0,0,8.7,3.75,0.52,0,0
25-10-2014,32,23.4,27.2,33.6,23.4,27.9,20.3,67.7,100,4.17,14.8,61.3,1010.6,49,4.4,235.5,20.3,8,28.9,0,0,8.2,3.55,0.51,0,0.1
26-10-2014,29.7,24,26.5,33,24,27.6,21.6,74.9,0,0,14.8,7.2,1012.5,83.4,4.1,97.2,8.3,4,28.2,0.8,4,8.7,2.38,0.56,0.8,0
27-10-2014,27.1,23.4,25.2,28.3,23.4,25.4,18.8,68.2,0,0,9.4,46.4,1012.6,88.5,4,126.2,10.9,6,26.1,1.8,7,8.1,1.38,0.56,1.8,0
28-10-2014,26.4,22.4,24.1,26.4,22.4,24.1,19.4,75.4,100,20.83,11.2,143.4,1011.6,77,3.9,122.3,10.5,4,26.7,0,0,8.2,2.01,0.52,0,2
29-10-2014,30,20.2,25.1,30.8,20.2,25.3,18.5,68.3,100,4.17,11.2,28.7,1011.5,23.5,4.3,230.7,20.1,8,26.5,0,0,8.5,3.35,0.5,0,0.1
30-10-2014,31,20.8,25.6,31.4,20.8,25.7,17.8,64.1,0,0,11.2,28.1,1010.6,18.2,4.4,238.7,20.8,8,26.4,0,0,8.7,3.78,0.49,0,0
31-10-2014,31,21.1,25.6,31.9,21.1,25.8,17.7,63.4,0,0,11.2,33.6,1010.1,21.9,4.2,231.6,20.1,8,26.5,0,0,8.7,3.75,0.47,0,0
1/11/14,31,20.4,26.1,30.9,20.4,26.3,17.5,61.4,0,0,11.2,331.5,1009.9,20.2,4.4,224.4,19.3,8,27.3,0,0,9.1,3.73,0.43,0,0
2/11/14,32,21.5,26.6,32.4,21.5,26.8,18.3,62.9,0,0,18.4,355.2,1010.3,9.1,4.4,222.6,19.5,8,27.4,0,0,8.2,3.64,0.41,0,0
3/11/14,31.1,22.2,26.7,32.1,22.2,27.2,19.1,64.9,0,0,11.2,52.3,1010.2,19.3,4.3,224,19.3,8,28.2,0,0,8,3.53,0.4,0,0
4/11/14,32,24,27.1,32.7,24,27.8,19.9,66.8,0,0,9,336.7,1009.2,33.6,4.4,221.5,19.3,8,28.5,0,0,7.6,3.3,0.39,0,0
5/11/14,32,18.9,26.7,32.9,18.9,27.3,19.8,67.8,0,0,11.2,6.3,1008.7,39,4.1,209.2,18.1,8,28.2,0,0,8.6,3.58,0.37,0,0
6/11/14,32,21.6,26.8,32.4,21.6,27.2,18.8,63.8,0,0,14.8,316,1007.6,25.9,4.4,223.8,19.4,8,28.5,0,0,8.8,3.67,0.37,0,0
7/11/14,32.9,23,27.6,33.8,23,28.3,19.8,64.5,0,0,11.2,27.9,1008.9,36.1,4.3,219.8,19,8,29.2,0,0,7.4,3.58,0.36,0,0
8/11/14,31.4,24.9,28.2,34.3,24.9,29.7,20.6,64.1,100,4.17,9.4,76.9,1011.2,54.2,4.3,215.1,18.5,8,30.4,0,0,7.5,3.1,0.36,0,0.1
9/11/14,31,26,27.9,35.8,26,31.3,23.9,78.9,0,0,13,30.1,1011.8,68.6,4.1,171.2,14.8,7,31.4,2.3,8,5.8,2.09,0.37,2.3,0
10/11/14,32,24,27.2,32.4,24,27.4,18.6,62,0,0,14.8,302.2,1011.3,22.2,4.5,197.4,17.2,8,28.4,0,0,9.1,3.49,0.37,0,0
11/11/14,30.4,21.7,26.1,31.1,21.7,26.3,18,62.9,0,0,9.4,321.8,1011.5,22.9,4.4,174.1,15.2,7,26.3,0,0,8.7,3.6,0.35,0,0
12/11/14,30,22,25.9,30.4,22,26.2,18.6,65.7,0,0,14.8,340,1011.6,23.1,3.9,188.9,16.2,7,26.9,0,0,8.9,3.6,0.34,0,0
13-11-2014,30,22,26.2,30.4,22,26.5,17.8,62,0,0,11.2,327.8,1012.7,23,4.2,188.5,16.2,7,26.8,0,0,8,3.67,0.34,0,0
14-11-2014,30,20.5,25,29.2,20.5,24.8,16.1,60.4,0,0,11.2,287.2,1012.7,15.4,4,172.4,14.7,7,23.3,0,0,10.2,3.81,0.33,0,0
15-11-2014,29,18.1,23.4,29.1,18.1,23.4,15.3,62.9,0,0,11.2,297.1,1011.5,11.9,3.8,195,16.7,7,22.4,0,0,9.6,3.71,0.31,0,0
16-11-2014,29,18,23.8,28.4,18,23.7,15.2,61.5,0,0,14.8,304.1,1011.5,2.3,3.9,176.1,15.1,7,23,0,0,9.4,3.34,0.31,0,0
17-11-2014,29,18.9,23.9,28.9,18.9,23.9,16.6,65.7,0,0,9.4,29.2,1012.1,20.8,3.6,164.1,14.1,7,24.9,0,0,6.6,3.16,0.31,0,0
18-11-2014,29.4,19.6,24.2,29.4,19.6,24.3,17.3,67.7,0,0,14.8,26,1013.5,16.2,3.6,190.4,16.4,7,25.2,0,0,8.9,3.18,0.3,0,0
19-11-2014,28.1,20.7,23.9,28.9,20.7,24,17.6,69.2,0,0,11.2,11.8,1012.9,52.4,3.6,194.2,16.6,7,24.9,0,0,8.2,3.11,0.3,0,0
20-11-2014,30,21,24.4,30.4,21,24.5,17.9,68.4,0,0,14.8,305.5,1012,15.4,3.7,182,15.7,7,24.4,0,0,10,3.01,0.3,0,0
21-11-2014,30,20,24.3,29.4,20,24.2,16.6,64.5,0,0,11.2,304.5,1011.5,9.2,3.6,166.2,14.3,6,23.6,0,0,9.3,3.12,0.28,0,0
22-11-2014,28,18.8,22.7,27.3,18.8,22.6,14.7,64.1,0,0,13,295.1,1011.3,0,3.3,181.7,15.7,7,22.6,0,0,8.9,3.37,0.28,0,0
23-11-2014,27.7,18,22.4,27.7,18,22.5,15.1,64.9,0,0,7.6,290.9,1011.9,6.9,3.3,168.7,14.5,6,22.3,0,0,9.7,3.2,0.28,0,0
24-11-2014,28,17.2,22.3,28.3,17.2,22.2,15.3,67.3,0,0,11.7,341.5,1012.8,16.3,3.2,174.8,14.9,7,21.6,0,0,9.4,3.45,0.28,0,0
25-11-2014,29,17.7,22.1,28.6,17.7,22.1,14.9,66.3,0,0,11.2,327.8,1011.4,2.1,3.2,174.6,15.1,7,21,0,0,9.9,3.35,0.28,0,0
26-11-2014,26.1,18,21.1,26.1,18,21.1,16.3,75.4,0,0,9.4,278.9,1009.5,39.8,3,171.9,14.9,7,21.9,0,0,8.7,2.68,0.28,0,0
27-11-2014,26.5,16.4,21.2,26.5,16.4,21.2,15.6,71.9,0,0,11.2,45.3,1010.5,5.9,3,163.2,14.1,7,22.1,0,0,5.8,2.82,0.28,0,0
28-11-2014,26,17.9,21.8,26,17.9,21.8,16.5,73.2,0,0,9.4,89.4,1011.3,29.6,2.8,163,14,6,22.3,0,0,7.8,3.08,0.28,0,0
29-11-2014,27.2,17.1,21.8,27.3,17.1,21.8,16.5,74.3,0,0,13,265.3,1011.4,23,2.4,167.5,14.5,7,21.9,0,0,9.5,3.17,0.28,0,0
30-11-2014,27,16,21.6,27.4,16,21.6,17,76.7,0,0,10,359.6,1010.5,16.1,2,165.8,14.3,6,22,0,0,9.9,2.96,0.28,0,0
1/12/14,27,17.9,22,27.9,17.9,22.1,17.9,78.8,0,0,7.6,327.7,1010.3,47.2,2,164.5,14.3,7,23.2,0,0,8.1,2.88,0.25,0,0
2/12/14,27.1,17.9,21.9,27.9,17.9,22,17.3,76.5,0,0,11.2,271.6,1010.7,7.5,2.6,164,14.1,6,23.4,0,0,7.7,2.59,0.23,0,0
3/12/14,25.8,17.6,21.9,25.8,17.6,21.9,16.6,73.4,0,0,0,180,1010.7,12.4,3.1,163.7,14.2,6,23.6,0,0,7.7,2.42,0.23,0,0
4/12/14,27,18.3,22.3,27.7,18.3,22.3,17.3,74.8,0,0,74.2,26.4,1012,21.4,2.9,161.6,14.1,7,23.8,0,0,7.2,2.41,0.22,0,0
5/12/14,27,18.4,22.8,27.4,18.4,22.8,16.9,71.7,0,0,9.4,70,1013,11.6,3.2,179.8,15.4,7,23.4,0,0,8.6,2.78,0.22,0,0
6/12/14,28.4,18.4,23.5,28.4,18.4,23.6,16.7,68,0,0,9.4,330.4,1012.5,30.7,3,173.7,15.1,7,23.8,0,0,8.4,2.47,0.22,0,0
7/12/14,24,17,20.6,24,17,20.6,16.5,77.9,0,0,18.4,304.8,1012.4,26.2,2.4,170.2,14.7,7,23.5,0,0,8.7,2.42,0.22,0,0
8/12/14,24,16.7,19.2,24,16.7,19.2,15.6,80.5,0,0,13,295.5,1013,30.4,1.6,173.7,14.9,7,21.8,0,0,8.9,2.19,0.22,0,0
9/12/14,23.1,15,18.5,23.1,15,18.5,16.1,86.1,0,0,9.4,63.7,1014.2,32.3,1.3,172.2,14.8,7,21.9,0,0,8.7,2.82,0.22,0,0
10/12/14,23.6,15,19.1,23.6,15,19.1,16.8,87.3,0,0,11.2,73,1013.8,34.9,1,163.6,14.2,6,20.8,0,0,8.9,2.69,0.22,0,0
11/12/14,21.4,16,18.1,21.4,16,18.1,16.1,88.4,100,4.17,14.8,323.5,1014.7,67.9,0.8,158,13.5,6,19.8,0,0,8.7,2.74,0.22,0,0.2
12/12/14,22.8,14,17,22.8,14,17,13.9,82.5,100,20.83,14.8,303.9,1015.4,81.5,1.5,164.8,14.3,7,19.2,0,0,9.1,2.85,0.22,0,1
13-12-2014,20,15,17.4,20,15,17.4,14.9,85.7,0,0,11.2,55.2,1015.5,82.2,1.6,161.1,13.9,6,20,0,0,8.4,2.04,0.22,0,0
14-12-2014,24,16.8,19.8,24,16.8,19.8,15.7,78.2,0,0,14.8,325.5,1014.8,79.1,2.2,135.2,11.7,5,22.7,0,0,6.8,1.93,0.22,0,0
15-12-2014,25.1,18,20.6,25.1,18,20.6,15.7,75,0,0,13,306.6,1014.1,71.8,2.8,162.8,13.9,6,23.3,0,0,9.7,2.25,0.22,0,0
16-12-2014,28,15.4,21.4,28,15.4,21.4,15.1,70.6,0,0,14.8,325.8,1014.2,42.9,2.7,184,15.8,7,21.4,0,0,11.1,2.82,0.22,0,0
17-12-2014,25,17,20.2,25,17,20.2,14.1,69.9,0,0,18.4,315.3,1014.3,21.6,3.1,169.5,14.8,7,19.2,0,0,15.8,2.85,0.22,0,0
18-12-2014,21.5,14,16.8,21.5,14,16.8,13.7,82.7,0,0,14.8,313.7,1016.9,28.1,1.8,177.8,15.5,7,17.8,0,0,9.9,2.87,0.22,0,0
19-12-2014,25.4,13,18.4,25.4,13,18.4,14.2,78.8,0,0,14.8,42.6,1017.5,43,2.1,186.3,16.1,7,19.1,0,0,11.1,2.98,0.22,0,0
20-12-2014,27.2,14.8,19.9,26.5,14.8,19.8,12.8,67.6,0,0,11.2,307,1014.5,19.1,2.7,170.8,14.8,7,18.8,0,0,10,2.85,0.22,0,0
21-12-2014,25.1,15,20,25.1,15,20,13.5,68.8,0,0,7.6,14.9,1013.4,48.9,2.9,177.4,15.3,7,19,0,0,8,2.84,0.22,0,0
22-12-2014,25.1,15,20.1,25.1,15,20.1,13,66,0,0,11.2,304,1013.2,4.1,3.3,172.3,14.9,7,18.7,0,0,10.2,2.96,0.22,0,0
23-12-2014,25.7,14.8,19.3,25.7,14.8,19.3,13.1,69.6,0,0,13,304.3,1013.7,7.4,3.1,182.3,15.8,7,18.3,0,0,9.7,2.95,0.22,0,0
24-12-2014,26.2,14.2,19.8,26.2,14.2,19.8,13.1,67.5,0,0,9.4,332.5,1014.8,13,2.9,181.6,15.7,7,18.5,0,0,9.9,2.97,0.22,0,0
25-12-2014,26,14,19.1,26,14,19.1,13.4,72.2,0,0,13,297.9,1014.1,9.3,2.5,175.5,15.1,7,18.6,0,0,8.8,2.89,0.22,0,0
26-12-2014,17,13.3,15.5,17,13.3,15.5,13.5,88.3,0,0,13,295.5,1013.1,73.4,0.8,177.9,15.3,7,17.7,0,0,9.2,2.54,0.22,0,0
27-12-2014,18.5,12.9,15.1,18.5,12.9,15.1,12.6,85.8,0,0,14.8,295.5,1013.8,62.5,1.3,171,14.9,7,16.9,0,0,8.7,2.52,0.22,0,0
28-12-2014,22,14,16.5,22,14,16.5,14.5,88.5,0,0,13,302.2,1014.7,60.7,0.9,179.2,15.4,7,17.9,0,0,8.7,2.77,0.22,0,0
29-12-2014,22.1,13.4,16.4,22.1,13.4,16.4,14.4,88.6,0,0,13,302.2,1013.5,65.7,0.8,118.9,10.2,5,18.1,0,0,9.5,2.83,0.22,0,0
30-12-2014,23,13.9,17.9,23,13.9,17.9,14.6,82.1,0,0,11.2,296.3,1012.4,74.5,1.1,126.4,11,5,18.6,0,0,8.9,2.41,0.22,0,0
31-12-2014,22,16,19.1,22,16,19.1,15.5,80.5,0,0,7.6,280.7,1013.6,88.1,1.2,104.4,9,4,21.1,0.2,2,6,1.36,0.23,0.2,0
1/1/15,27,18,21.8,27.1,18,21.8,15.7,70.3,100,25,11.2,168.3,1013.9,86.2,2.6,120.6,10.4,5,22.8,1.6,9,6.4,1.24,0.26,1.6,1.9
2/1/15,28.5,20.5,23.9,28.6,20.5,24,16.5,64.6,0,0,9.4,117.8,1014.7,65.9,3.2,164.4,14.1,6,25.4,1.4,5,10.2,2.67,0.28,1.4,0
3/1/15,29,21,24.2,29.9,21,24.3,17.6,67.9,100,25,11.2,18.6,1013.7,77.8,3.1,146.1,12.5,6,26.2,0,0,6.9,2.13,0.26,0,0.6
4/1/15,27,20.9,23.5,27.9,20.9,23.6,18.7,75.3,100,12.5,18.4,296.4,1011.8,79.4,3.3,165.1,14.3,6,24.4,1.3,5,12.7,2.16,0.26,1.3,0.6
5/1/15,25,18,21,25,18,21,15.1,70.3,0,0,18.4,299.2,1012,44,3.8,187.4,16.2,7,20.2,0,0,12.6,2.46,0.26,0,0
6/1/15,24,15.8,19.6,24,15.8,19.6,11.8,63.2,0,0,18.4,321.4,1013.4,13.2,3.7,189.6,16.4,7,17.4,0,0,10.5,2.44,0.25,0,0
